WARD,ID,YEAR,ITEM,CATEGORY,LOCATION,COST,TOTAL COST
1,43590,2023,Arterial Street Bump Outs Menu,Pedestrian Infrastructure,N ASHLAND AVE & W OHIO ST,100000,8239780
1,43591,2023,Bike Lane/Marked Shared Lane Menu,Bicycle Infrastructure,ON N PAULINA ST FROM W GRAND AVE (500 N) TO W AUGUSTA BLVD (1000 N),100000,8239780
1,43592,2023,Concrete Alley Menu,Alleys,W ARMITAGE AVE & N WHIPPLE ST & N ALBANY AVE & W CORTLAND ST,43441,8239780
1,43593,2023,Curb & Gutter Menu,Street Resurfacing,W BELDEN AVE & N TALMAN AVE,94353,8239780
1,43594,2023,Logan Square Skate Park Renovation (Haas Park),Parks,2402 N WASHTENAW AVE,100000,8239780
1,43595,2023,Miscellaneous CDOT Projects,Misc. CDOT,1900 W OHIO ST,660,8239780
1,43596,2023,Miscellaneous CDOT Projects,Misc. CDOT,1958 W DIVISION ST,660,8239780
1,43597,2023,Miscellaneous CDOT Projects,Misc. CDOT,827 N WOOD ST,761,8239780
1,43598,2023,Pavement Markings Menu,Street Redesign,ON N ASHLAND AVE FROM W GRAND AVE (500 N) TO W CHICAGO AVE (800 N),8000,8239780
1,43599,2023,Pavement Markings Menu,Street Redesign,W FULLERTON AVE & N CAMPBELL AVE,10000,8239780
1,43600,2023,Pavement Markings Menu,Street Redesign,W FULLERTON AVE & N TALMAN AVE,50000,8239780
1,43601,2023,Pedestrian Refuge Island Menu,Pedestrian Infrastructure,N WESTERN AVE & W CHARLESTON ST,28149,8239780
1,43602,2023,Protected Bike Lane Menu,Bicycle Infrastructure,ON N CALIFORNIA AVE FROM W BLOOMINGDALE AVE (1800 N) TO W LOGAN BLVD N (2600 N),375000,8239780
1,43603,2023,Sidewalk Menu,Sidewalk Repair,1056 N PAULINA ST,5062,8239780
1,43610,2023,Street Bump Outs Menu,Pedestrian Infrastructure,W PIERCE AVE & N PAULINA ST; 1700 W PIERCE AVE,21337,8239780
1,43611,2023,Street Bump Outs Menu,Pedestrian Infrastructure,W POTOMAC AVE & N WOOD ST,30232,8239780
1,43612,2023,Street Resurfacing Menu,Street Resurfacing,ON N HERMITAGE AVE FROM W GRAND AVE (500 N) TO W OHIO ST (600 N),10748,8239780
1,43613,2023,Street Resurfacing Menu,Street Resurfacing,ON N WICKER PARK AVE FROM W EVERGREEN AVE (1400 N) TO N DAMEN AVE (1550 N),95717,8239780
1,43614,2023,Street Resurfacing Menu,Street Resurfacing,ON W SCHILLER ST FROM N WICKER PARK AVE (1900 W) TO N DAMEN AVE (2000 W),84704,8239780
1,43615,2023,Street Speed Hump Menu,Street Resurfacing,1370 N DEAN ST,2440,8239780
1,43616,2023,Street Speed Hump Menu,Street Resurfacing,ON N ARTESIAN AVE FROM W ALTGELD ST (2500 N) TO W LOGAN BLVD S (2600 N),2440,8239780
1,43617,2023,Street Speed Hump Menu,Street Resurfacing,ON N CAMPBELL AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N),4880,8239780
1,43618,2023,Street Speed Hump Menu,Street Resurfacing,ON N MAPLEWOOD AVE FROM W ALTGELD ST (2500 N) TO N AVONDALE AVE (2610 N),4880,8239780
1,43619,2023,Street Speed Hump Menu,Street Resurfacing,ON N MAPLEWOOD AVE FROM W BELDEN AVE (2300 N) TO W ALTGELD ST (2500 N),4880,8239780
1,43620,2023,Street Speed Hump Menu,Street Resurfacing,ON N RICHMOND ST FROM W CORTLAND ST (1900 N) TO W ARMITAGE AVE (2000 N),4880,8239780
1,43621,2023,Street Speed Hump Menu,Street Resurfacing,ON N SAWYER AVE FROM W CORTLAND ST (1900 N) TO W ARMITAGE AVE (2000 N),4880,8239780
1,43622,2023,Street Speed Hump Menu,Street Resurfacing,ON N WICKER PARK AVE FROM N WOOD ST (1320 N) TO N WOLCOTT AVE (1370 N),4880,8239780
1,43623,2023,Street Speed Hump Menu,Street Resurfacing,ON W HADDON AVE FROM N HOYNE AVE (2100 W) TO N LEAVITT ST (2200 W),4880,8239780
1,43624,2023,Street Speed Hump Menu,Street Resurfacing,ON W HURON ST FROM N NOBLE ST (1400 W) TO N ASHLAND AVE (1600 W),7320,8239780
1,43625,2023,Street Speed Hump Menu,Street Resurfacing,ON W PEARSON ST FROM N ASHLAND AVE (1600 W) TO N WOOD ST (1800 W),9760,8239780
1,43626,2023,Street Speed Hump Menu,Street Resurfacing,ON W POTOMAC AVE FROM N LEAVITT ST (2200 W) TO N OAKLEY BLVD (2300 W),2440,8239780
1,43627,2023,Street Speed Hump Menu,Street Resurfacing,ON W SCHUBERT AVE FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE (3000 W),2440,8239780
1,43628,2023,Street Speed Hump Replacement,Street Resurfacing,ON N HERMITAGE AVE FROM W GRAND AVE (500 N) TO W OHIO ST (600 N),0,8239780
1,43629,2023,Street Speed Hump Replacement,Street Resurfacing,ON N WICKER PARK AVE FROM W EVERGREEN AVE (1400 N) TO N DAMEN AVE (1550 N),0,8239780
1,43630,2023,Street Speed Hump Replacement,Street Resurfacing,ON W SCHILLER ST FROM N WICKER PARK AVE (1900 W) TO N DAMEN AVE (2000 W),0,8239780
1,46050,2024,Alley Apron Menu,Alleys,1383 N WOLCOTT AVE,157172,8239780
1,46051,2024,Alley Apron Menu,Alleys,2619 N WASHTENAW AVE,69430,8239780
1,46052,2024,Alley Resurfacing Menu,Alleys,1402 N WESTERN AVE; N WESTERN AVE & W HIRSCH ST&W LE MOYNE ST & N ARTESIAN AVE,37991,8239780
1,46053,2024,Arterial Street Bump Outs Menu,Pedestrian Infrastructure,N ASHLAND AVE & W HURON ST; N ASHLAND AVE & W OHIO ST,52645,8239780
1,46054,2024,Arterial Street Bump Outs Menu,Pedestrian Infrastructure,N WESTERN AVE & W BLOOMINGDALE AVE; 1800 N WESTERN AVE,50000,8239780
1,46055,2024,Curb & Gutter Menu,Street Resurfacing,1415 N WOOD ST,43169,8239780
1,46056,2024,Curb & Gutter Menu,Street Resurfacing,2002 N STAVE ST; 2540 W ARMITAGE AVE; W ARMITAGE AVE & N STAVE ST,51408,8239780
1,46057,2024,Goethe Elementary School - New Playspace and Field,Schools,2236 N ROCKWELL ST,100000,8239780
1,46058,2024,Installation of LED and pedestrian countdown traffic signals at N. California Ave. & W. Armitage Ave.,Pedestrian Infrastructure,N CALIFORNIA AVE & W ARMITAGE AVE,19957,8239780
1,46059,2024,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,Pedestrian Infrastructure,W ARMITAGE AVE & N KEDZIE AVE,16987,8239780
1,46060,2024,Miscellaneous Other Projects,Misc.,1425 N DAMEN AVE,175000,8239780
1,46061,2024,Park 399 Upgrades - 1420 N Artesian,Parks,1420 N ARTESIAN AVE,100000,8239780
1,46062,2024,Pavement Markings Menu,Street Redesign,ON W PALMER BLVD FROM N HUMBOLDT BLVD (2998 W) TO N KEDZIE BLVD (3200 W); ON W PALMER ST FROM N HUMBOLDT BLVD (2998 W) TO N KEDZIE AVE (3200 W),25000,8239780
1,46063,2024,Sidewalk Menu,Sidewalk Repair,1347 N GREENVIEW AVE,11062,8239780
1,46064,2024,Sidewalk Menu,Sidewalk Repair,1601-1699 W SUPERIOR ST,70098,8239780
1,46065,2024,Speed Indicator Signs,Traffic Signals,2634 W LOGAN BLVD; 2909 W LOGAN BLVD,24000,8239780
1,46066,2024,Street Bump Outs Menu,Pedestrian Infrastructure,N CALIFORNIA AVE & W CORTLAND ST,20463,8239780
1,46067,2024,Street Light Upgrade Menu,Lighting,1502 N DAMEN AVE; 1530 N DAMEN AVE; 1542 N DAMEN AVE,1500,8239780
1,46068,2024,Street Resurfacing Menu,Street Resurfacing,ON N BELL AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N); 1501-1599 N BELL AVE,41337,8239780
1,46069,2024,Street Resurfacing Menu,Street Resurfacing,ON N WOOD ST FROM 1325 N TO W DIVISION ST (1200 N),150689,8239780
1,46070,2024,Street Speed Hump Menu,Street Resurfacing,ON W CORTEZ ST FROM N DAMEN AVE (2000 W) TO N LEAVITT ST (2200 W),9760,8239780
1,46071,2024,Street Speed Hump Menu,Street Resurfacing,ON W THOMAS ST FROM N DAMEN AVE (2000 W) TO N LEAVITT ST (2200 W),9760,8239780
1,46072,2024,Street Speed Hump Replacement,Street Resurfacing,ON N BELL AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N); 1501-1599 N BELL AVE,0,8239780
1,46073,2024,Street Traffic Circle Menu,Street Redesign,N ROCKWELL ST & W CORTLAND ST,24313,8239780
2,2242,2019,Lake Shore Park Irrigation System,Parks,808 N LAKE SHORE DR,113000,7391592
2,2243,2019,Curb & Gutter Menu,Street Resurfacing,1325 N NOBLE ST,18709,7391592
2,2244,2019,Curb & Gutter Menu,Street Resurfacing,ON N MIES VAN DER ROHE WAY FROM E CHICAGO AVE (800 N) TO E PEARSON ST (830 N),300000,7391592
2,2245,2019,Curb & Gutter Menu,Street Resurfacing,1325 N NOBLE ST,3500,7391592
2,2246,2019,POD CAMERA: LAKE SHORE PARK,Police Cameras,808 N LAKE SHORE DR,24776,7391592
2,2247,2019,POD CAMERA: FULLERTON & LAKEWOOD,Police Cameras,W FULLERTON AVE & N LAKEWOOD AVE,24776,7391592
2,2248,2019,In-Road State Law Stop For Pedestrians Signs Menu,Pedestrian Infrastructure,N CLYBOURN AVE & W WISCONSIN ST,350,7391592
2,2249,2019,Left-Turn Arrow Menu,Street Redesign,W NORTH AVE & N WELLS ST,58043,7391592
2,2250,2019,Left-Turn Arrow Menu,Street Redesign,E CHICAGO AVE & N MIES VAN DER ROHE WAY,2199,7391592
2,2251,2019,Pedestrian Refuge Island Menu,Pedestrian Infrastructure,N LA SALLE DR & W BURTON PL,37800,7391592
2,2252,2019,Sidewalk Menu,Sidewalk Repair,1601 N ORCHARD ST,14517,7391592
2,2253,2019,Street Light Residential Staggered Piggy Back Menu,Lighting,108 W GERMANIA PL,12052,7391592
2,2254,2019,Street Resurfacing Menu,Street Resurfacing,ON N BOSWORTH AVE FROM W LE MOYNE ST (1500 N) TO W BLACKHAWK ST (1400 N),63662,7391592
2,2255,2019,Street Resurfacing Menu,Street Resurfacing,ON W CONCORD LN FROM N NORTH PARK AVE (300 W) TO N SEDGWICK ST (400 W),37363,7391592
2,2256,2019,Street Resurfacing Menu,Street Resurfacing,ON N WAYNE AVE FROM W BELDEN AVE (2300 N) TO W FULLERTON AVE (2400 N),51011,7391592
2,2257,2019,Street Resurfacing Menu,Street Resurfacing,ON W SCHILLER ST FROM N HOYNE AVE (2100 W) TO N LEAVITT ST (2200 W),52102,7391592
2,2258,2019,Street Resurfacing Menu,Street Resurfacing,ON N BURLING ST FROM W WILLOW ST (1800 N) TO W CONCORD PL (1610 N),89800,7391592
2,2259,2019,Street Resurfacing Menu,Street Resurfacing,ON W DELAWARE PL FROM N DEARBORN ST (40 W) TO N CLARK ST (100 W),26809,7391592
2,2260,2019,Street Resurfacing Menu,Street Resurfacing,ON W WALTON ST FROM N DEARBORN ST (40 W) TO N STATE ST (0 E),15912,7391592
2,2261,2019,Street Resurfacing Menu,Street Resurfacing,ON N DEWITT PL FROM E PEARSON ST (830 N) TO E CHESTNUT ST (860 N),8140,7391592
2,2262,2019,Street Resurfacing Menu,Street Resurfacing,ON W SCOTT ST FROM N WELLS ST (200 W) TO N ORLEANS ST (310 W),53707,7391592
2,2263,2019,Street Resurfacing Menu,Street Resurfacing,ON W SCHILLER ST FROM N WELLS ST (200 W) TO N LA SALLE DR (140 W),24265,7391592
2,2264,2019,Street Resurfacing Menu,Street Resurfacing,ON W RICE ST FROM N DAMEN AVE (2000 W) TO N OAKLEY BLVD (2300 W),168251,7391592
2,2265,2019,Street Resurfacing Menu,Street Resurfacing,ON W THOMAS ST FROM N DAMEN AVE (2000 W) TO N LEAVITT ST (2200 W),84789,7391592
2,2266,2019,Street Resurfacing Menu,Street Resurfacing,ON N WINCHESTER AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N),11969,7391592
2,2267,2019,Street Speed Hump Menu,Street Resurfacing,ON N LEAVITT ST FROM W CORTEZ ST (1030 N) TO W AUGUSTA BLVD (1000 N),2350,7391592
2,2268,2019,Street Speed Hump Menu,Street Resurfacing,ON W IOWA ST FROM N DAMEN AVE (2000 W) TO N HOYNE AVE (2100 W),4700,7391592
2,2269,2019,Street Speed Hump Menu,Street Resurfacing,ON W JULIAN ST FROM N PAULINA ST (1700 W) TO N WOOD ST (1800 W),4700,7391592
2,2270,2020,Alley Resurfacing Menu,Alleys,W FULLERTON AVE & N LAKEWOOD AVE & N WAYNE AVE & W BELDEN,15842,7391592
2,2271,2020,1 POD Camera: N Dearborn & W Division,Police Cameras,N DEARBORN ST & W DIVISION ST,24776,7391592
2,2272,2020,In-Road State Law Stop For Pedestrians Signs Menu,Pedestrian Infrastructure,176 E CHESTNUT ST,350,7391592
2,2273,2020,In-Road State Law Stop For Pedestrians Signs Menu,Pedestrian Infrastructure,W FULLERTON AVE & N LAKEWOOD AVE,350,7391592
2,2274,2020,2 LPR on Existing Poles: Chicago & LSD Chicago & LSD,Police Cameras,N LAKE SHORE DR & E CHICAGO AVE,21942,7391592
2,2275,2020,Left-Turn Arrow Menu,Street Redesign,E CHICAGO AVE & N MIES VAN DER ROHE WAY,60412,7391592
2,2276,2020,Miscellaneous CDOT Projects,Misc. CDOT,N CLARK ST & W DELAWARE PL,20000,7391592
2,2277,2020,360 POD Camera Retrofit - Fullerton & Lakewood,Police Cameras,W FULLERTON AVE & N LAKEWOOD AVE,5549,7391592
2,2278,2020,Street Bump Outs Menu,Pedestrian Infrastructure,E DELAWARE PL & N MICHIGAN AVE,22000,7391592
2,2279,2020,Street Light Arterial Menu,Lighting,ON E PEARSON ST FROM N MICHIGAN AVE (150 E) TO N LAKE SHORE DR (300 E),345000,7391592
2,2280,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON N GREENVIEW AVE FROM W FULLERTON AVE (2400 N) TO W WRIGHTWOOD AVE (2600 N),65968,7391592
2,2281,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON N LEAVITT ST FROM W DIVISION ST (1200 N) TO W NORTH AVE (1600 N),117648,7391592
2,2282,2020,Street Resurfacing Menu,Street Resurfacing,ON N BOSWORTH AVE FROM W LE MOYNE ST (1500 N) TO W BLACKHAWK ST (1400 N),7245,7391592
2,2283,2020,Street Resurfacing Menu,Street Resurfacing,ON N GREENVIEW AVE FROM N CLYBOURN AVE (2250 N) TO W FULLERTON AVE (2400 N),80255,7391592
2,2284,2020,Street Resurfacing Menu,Street Resurfacing,ON N SCHICK PL FROM N CLYBOURN AVE (1280 N) TO N CLEVELAND AVE (1300 N),83101,7391592
2,2285,2020,Street Resurfacing Menu,Street Resurfacing,ON N WINCHESTER AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N),40126,7391592
2,2286,2020,Street Resurfacing Menu,Street Resurfacing,ON N WOLCOTT AVE FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N),73105,7391592
2,2287,2020,Street Resurfacing Menu,Street Resurfacing,ON W BELDEN AVE FROM N LAKEWOOD AVE (1300 W) TO N SOUTHPORT AVE (1399 W),60210,7391592
2,2288,2020,Street Resurfacing Menu,Street Resurfacing,ON W EVERGREEN AVE FROM N ADA ST (1350 W) TO N NOBLE ST (1400 W),20942,7391592
2,2289,2020,Street Resurfacing Menu,Street Resurfacing,ON W LE MOYNE DR FROM N HOYNE AVE (2100 W) TO N LEAVITT ST (2200 W),55276,7391592
2,2290,2021,1 360 POD Camera: N Ashland & W Blackhawk,Police Cameras,N ASHLAND AVE & W BLACKHAWK ST,24335,7391592
2,2291,2021,1 LPR W/ Existing Camera: SW Corner 1555 W Division,Police Cameras,1555 W DIVISION ST,10971,7391592
2,2292,2021,1 POD Camera: 310 E Chicago Ave,Police Cameras,310 E CHICAGO AVE,24776,7391592
2,2293,2021,1 POD Camera 360 CAMERA ON CORNER OF LASALLE AND CLARK TO VIEW BP STATION,Police Cameras,N LA SALLE DR & N CLARK ST,24776,7391592
2,2294,2021,1 POD Camera: E PEARSON AND MIES VAN DER ROHE,Police Cameras,E PEARSON ST & N MIES VAN DER ROHE WAY,24776,7391592
2,2295,2021,Alley Apron Menu,Alleys,1401 N DEARBORN ST,10059,7391592
2,2296,2021,Alley Apron Menu,Alleys,50 W SCHILLER ST,18136,7391592
2,2297,2021,Floodlight Menu,Lighting,W EVERGREEN AVE & N NOBLE ST,1900,7391592
2,2298,2021,In-Road State Law Stop For Pedestrians Sign Menu,Pedestrian Infrastructure,W AUGUSTA BLVD & N HOYNE AVE,600,7391592
2,2299,2021,In-Road State Law Stop For Pedestrians Sign Menu,Pedestrian Infrastructure,W FULLERTON AVE & N LAKEWOOD AVE,350,7391592
2,2300,2021,In-Road State Law Stop For Pedestrians Sign Menu,Pedestrian Infrastructure,W FULLERTON AVE & N SURREY CT,350,7391592
2,2301,2021,Miscellaneous CDOT Projects,Misc. CDOT,N CLYBOURN AVE & N LAKEWOOD AVE,69368,7391592
2,2302,2021,Seneca Park Playlot Improvement,Parks,220 E CHICAGO AVE,197305,7391592
2,2303,2021,Street Resurfacing Menu,Street Resurfacing,ON E PEARSON ST FROM N MICHIGAN AVE W (128 E) TO N MIES VAN DER ROHE WAY (200 E),20969,7391592
2,2304,2021,Street Resurfacing Menu,Street Resurfacing,ON N ADA ST FROM 1299 N TO W CRYSTAL ST (1240 N),31059,7391592
2,2305,2021,Street Resurfacing Menu,Street Resurfacing,ON N DAYTON ST FROM W BLACKHAWK ST (1500 N) TO W NORTH AVE (1600 N),73020,7391592
2,2306,2021,Street Resurfacing Menu,Street Resurfacing,ON N DEARBORN ST FROM W DIVISION ST (1200 N) TO W NORTH BLVD (1600 N),235976,7391592
2,2307,2021,Street Resurfacing Menu,Street Resurfacing,ON N JANSSEN AVE FROM W WEBSTER AVE (2200 N) TO W ALTGELD ST (2500 N),2733,7391592
2,2308,2021,Street Resurfacing Menu,Street Resurfacing,ON N NOBLE ST FROM 1416 N TO W BLACKHAWK ST (1400 N),22981,7391592
2,2309,2021,Street Resurfacing Menu,Street Resurfacing,ON N NOBLE ST FROM W AUGUSTA BLVD (1000 N) TO N MILWAUKEE AVE (1060 N),34574,7391592
2,2310,2021,Street Resurfacing Menu,Street Resurfacing,ON N PAULINA ST FROM W PIERCE AVE (1530 N) TO W NORTH AVE (1600 N),24812,7391592
2,2311,2021,Street Resurfacing Menu,Street Resurfacing,ON N SCHICK PL FROM N CLYBOURN AVE (1280 N) TO N CLEVELAND AVE (1300 N),12330,7391592
2,2312,2021,Street Resurfacing Menu,Street Resurfacing,ON N WOOD ST FROM N ELK GROVE AVE (1500 N) TO W JULIAN ST (1440 N),7669,7391592
2,2313,2021,Street Resurfacing Menu,Street Resurfacing,ON W BLACKHAWK ST FROM N BOSWORTH AVE (1530 W) TO N CLEAVER ST (1430 W),39599,7391592
2,2314,2021,Street Resurfacing Menu,Street Resurfacing,ON W CRYSTAL ST FROM N NOBLE ST (1400 W) TO N ADA ST (1360 W),20561,7391592
2,2315,2021,Street Resurfacing Menu,Street Resurfacing,ON W IOWA ST FROM N DAMEN AVE (2000 W) TO N LEAVITT ST (2200 W),132093,7391592
2,2316,2021,Street Resurfacing Menu,Street Resurfacing,ON W LE MOYNE DR FROM N ASHLAND AVE (1600 W) TO N WOOD ST (1800 W),113737,7391592
2,2317,2021,Street Resurfacing Menu,Street Resurfacing,ON W MAPLE ST FROM N STATE ST (1 W) TO N DEARBORN ST (50 W),32830,7391592
2,2318,2021,Street Resurfacing Menu,Street Resurfacing,ON W OAK ST FROM N STATE ST (0 E) TO N DEARBORN ST (50 W),34519,7391592
2,2319,2021,Street Resurfacing Menu,Street Resurfacing,ON W SCHILLER ST FROM N LA SALLE DR (140 W) TO N DEARBORN ST (30 W),74178,7391592
2,2320,2021,Street Speed Hump Menu,Street Resurfacing,ON N MAGNOLIA AVE FROM N CLYBOURN AVE (2000 N) TO W DICKENS AVE (2100 N),3132,7391592
2,2321,2022,1 LPR/Existing Camera - NE Michigan Ave and Superior,Police Cameras,N MICHIGAN AVE & E SUPERIOR ST,10971,7391592
2,2322,2022,1 LPR/Existing Camera - NW Division St at State,Police Cameras,W DIVISION ST & N STATE ST,10971,7391592
2,2323,2022,1 LPR/Existing Camera - SE Sedgwick and Evergreen,Police Cameras,N SEDGWICK ST & W EVERGREEN AVE,10971,7391592
2,2324,2022,1 LPR/Existing Camera - SW LaSalle St at Chicago,Police Cameras,N LA SALLE DR & W CHICAGO AVE,10971,7391592
2,2325,2022,1 POD Camera NW Corner 958 N Dearborn,Police Cameras,958 N DEARBORN ST,24776,7391592
2,2326,2022,1 POD Camera NW Corner of State and Goethe,Police Cameras,N STATE PKWY & W GOETHE ST,24776,7391592
2,2327,2022,1 PTZ Camera - NE Lake Shore Drive at E Pearson,Police Cameras,E PEARSON ST & N LAKE SHORE DR,24776,7391592
2,2328,2022,1 PTZ Camera - NW 1100 N State,Police Cameras,1100 N STATE ST,24776,7391592
2,2329,2022,1 PTZ Camera - NW Maple and State,Police Cameras,N STATE ST & W MAPLE ST,24776,7391592
2,2330,2022,2 Tennis Court Resurfacing - 808 N Lake Shore Drive,Misc.,808 N LAKE SHORE DR,50000,7391592
2,2331,2022,Alley Apron Menu,Alleys,2140 W LE MOYNE ST,14868,7391592
2,2332,2022,Alley Resurfacing Menu,Alleys,N RACINE AVE & W WEBSTER AVE & W DICKENS AVE & N MAGNOLIA AVE,34750,7391592
2,2333,2022,Alley Resurfacing Menu,Alleys,N SOUTHPORT AVE & W FULLERTON AVE & W ALTGELD ST & N JANSSEN AVE,41551,7391592
2,2334,2022,Alley Resurfacing Menu,Alleys,N WINCHESTER AVE & W THOMAS ST & W AUGUSTA BLVD & N WOLCOTT AVE,38827,7391592
2,2335,2022,Alley Resurfacing Menu,Alleys,W CHICAGO AVE & N CLARK ST & N DEARBORN ST & W CHESTNUT ST,26207,7391592
2,2336,2022,Alley Speed Hump Menu,Alleys,N HOYNE AVE & W HADDON AVE & W THOMAS ST & N LEAVITT ST,2100,7391592
2,2337,2022,Clover Park Pickle Ball Court Installation,Parks,2110 N SOUTHPORT AVE,40000,7391592
2,2338,2022,Curb & Gutter Menu,Street Resurfacing,2501 N WAYNE AVE,45000,7391592
2,2339,2022,In-Road State Law Stop For Pedestrians Sign Menu,Pedestrian Infrastructure,N CLARK ST & W GERMANIA PL,350,7391592
2,2340,2022,In-Road State Law Stop For Pedestrians Sign Menu,Pedestrian Infrastructure,N MICHIGAN AVE & E CHESTNUT ST,350,7391592
2,2341,2022,In-Road State Law Stop For Pedestrians Sign Menu,Pedestrian Infrastructure,W FULLERTON AVE & N SURREY CT,350,7391592
2,2342,2022,Lake Shore Park Outdoor Fitness Center,Parks,808 N LAKE SHORE DR,25000,7391592
2,2343,2022,Miscellaneous CDOT Projects,Misc. CDOT,808 N LAKE SHORE DR,38234,7391592
2,2344,2022,Miscellaneous CDOT Projects,Misc. CDOT,861 N STATE ST,660,7391592
2,2345,2022,Miscellaneous CDOT Projects,Misc. CDOT,ON E CHICAGO AVE FROM N MICHIGAN AVE (140 E) TO N MIES VAN DER ROHE WAY (230 E),202788,7391592
2,2346,2022,Miscellaneous CDOT Projects,Misc. CDOT,ON W DIVISION ST FROM N STATE ST (1 E) TO N DEARBORN ST (40 W),40000,7391592
2,2347,2022,Miscellaneous CDOT Projects,Misc. CDOT,W CHICAGO AVE & N KINGSBURY ST,660,7391592
2,2348,2022,Sidewalk Menu,Sidewalk Repair,1941 N CLYBOURN AVE,14878,7391592
2,2349,2022,Street Light Arterial Menu,Lighting,ON N STATE PKWY FROM E DIVISION ST (1199 N) TO E NORTH AVE (1600 N),150000,7391592
2,2350,2022,Street Light Pole for High Definition Camera Menu,Lighting,1300 N CLEVELAND AVE,3500,7391592
2,2351,2022,Street Light Upgrade Menu,Lighting,W PEARSON ST & N STATE ST,750,7391592
2,2352,2022,Street Resurfacing Menu,Street Resurfacing,ON E CHESTNUT ST FROM N MIES VAN DER ROHE WAY (200 E) TO N DEWITT PL (250 E),37055,7391592
2,2353,2022,Street Resurfacing Menu,Street Resurfacing,ON N FREMONT ST FROM W BLACKHAWK ST (1500 N) TO W NORTH AVE (1600 N),46586,7391592
2,2354,2022,Street Resurfacing Menu,Street Resurfacing,ON N JANSSEN AVE FROM W WEBSTER AVE (2200 N) TO W ALTGELD ST (2500 N),154128,7391592
2,2355,2022,Street Resurfacing Menu,Street Resurfacing,ON N MAGNOLIA AVE FROM W DICKENS AVE (2100 N) TO W WEBSTER AVE (2200 N),55511,7391592
2,2356,2022,Street Resurfacing Menu,Street Resurfacing,ON N SEDGWICK ST FROM W NORTH AVE (1600 N) TO W EUGENIE ST (1700 N),57304,7391592
2,2357,2022,Street Resurfacing Menu,Street Resurfacing,ON N WAYNE AVE FROM W WEBSTER AVE (2200 N) TO W BELDEN AVE (2300 N),57366,7391592
2,2358,2022,Street Resurfacing Menu,Street Resurfacing,ON W GOETHE ST FROM N WELLS ST (200 W) TO N CLARK ST (100 W),54309,7391592
2,2359,2022,Street Speed Hump Menu,Street Resurfacing,ON N CLEVELAND AVE FROM W GOETHE ST (1260 N) TO W NORTH AVE (1600 N),9400,7391592
2,2360,2022,Street Speed Hump Menu,Street Resurfacing,ON N STATE PKWY FROM W SCHILLER ST (1400 N) TO W BURTON PL (1500 N),2350,7391592
2,2361,2022,Street Speed Hump Menu,Street Resurfacing,ON W ALTGELD ST FROM N JANSSEN AVE (1440 W) TO N GREENVIEW AVE (1500 W),2350,7391592
2,2362,2022,Street Speed Hump Menu,Street Resurfacing,ON W ALTGELD ST FROM N SOUTHPORT AVE (1399 W) TO N JANSSEN AVE (1440 W),2350,7391592
2,40259,2019,Alley Resurfacing Menu,Alleys,501 W NORTH AVE:W NORTH AVE & N CLEVELAND AVE & W BLACKHAWK ST & N MOHAWK ST,2077,7391592
2,40260,2019,Alley Resurfacing Menu,Alleys,W DIVISION ST & N BOSWORTH AVE & W BLACKHAWK ST & N GREENVIEW AVE:1520 W DIVISION ST,8660,7391592
2,40261,2020,Street Light Upgrade Menu,Lighting,2512 N SOUTHPORT AVE:2506 N SOUTHPORT AVE,1000,7391592
